portal,joinKeys,tableSize,leftTableDataset,leftTableID,leftTableEncoding,leftColumnIndex,rightTableDataset,rightTableID,rightTableEncoding,rightColumnIndex,scoreThreshold,isSameDataset,hasSameColumnName,expRatio,Join Annotation***,Domain/Topic,Data Type of Join Columns**
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/ac597ff8-ee13-48c3-b315-42e528090af2,4af2ceb5-b686-41cd-86a5-a26c7288e8ae,UTF-8-SIG,1,https://open.canada.ca/data/en/dataset/69bdc3eb-e919-4854-bc52-a435a3e19092,7134ad22-145f-4b81-a5ce-f6995029eec4,UTF-8-SIG,1,0.9,FALSE,TRUE,287.2966737,1,Professional Services vs Transfer Payments,categorical string/char code
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/c5edd9eb-1a01-485a-ad00-e9cb2075d191,4c5b24de-0cc9-409b-af7a-146d30a08dbb,UTF-8-SIG,7,https://open.canada.ca/data/en/dataset/2a6c0f52-2d81-4d62-909c-5fa29431b6ef,aac4c4e0-6de0-4e61-951a-69efefebbd8c,UTF-8-SIG,9,1,FALSE,TRUE,2409.073482,1,Food Microbiology,categorical string/char code
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/849fecf2-f166-499a-b473-5cfc7c7976ef,558e5946-873f-41fa-8ab5-1c0f6b44e9ca,ascii,7,https://open.canada.ca/data/en/dataset/2e4a1eb3-82ba-4a14-a5a3-f40bc11660bf,9e61fa80-005f-4c79-8f7b-b1836aaac498,mac_latin2,32,0.9,FALSE,FALSE,728,0,Vehicle Survey vs Employee Survey,integer
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/42df36df-04a0-43a9-8ad4-fac5e0e22244,af22a2be-9eaf-4c07-88bd-4db163ea97a7,UTF-8-SIG,4,https://open.canada.ca/data/en/dataset/42df36df-04a0-43a9-8ad4-fac5e0e22244,ebbf3d28-cb57-402a-b15a-1ac1b247e040,UTF-8-SIG,5,0.9,TRUE,TRUE,729.5872184,1,Covid 19,integer
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/743a0b4a-9e33-4b12-981a-9f9fd3dd1680,4560df90-7a4a-4e62-9e60-fe221af3de9c,windows-1250,2,https://open.canada.ca/data/en/dataset/743a0b4a-9e33-4b12-981a-9f9fd3dd1680,90f1da65-3722-4a14-98c9-a2f6a886b1a1,UTF-8-SIG,2,0.9,TRUE,TRUE,13.04845083,1,Human-wildlife conflict,date timestamp
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/06f6f823-ff7b-490c-a926-8c18315ee656,14859e68-fdc9-43b2-95d4-d0379e15ce0f,UTF-8-SIG,0,https://open.canada.ca/data/en/dataset/056f2de3-8ed7-482c-badb-c50f2c5c81eb,8f21af17-e1b3-4fe4-8e93-15da35c8c6c8,UTF-8-SIG,52,0.9,FALSE,FALSE,0.9995,0,Hospital stay vs Survey,incremental integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/cd8fad92-b276-4250-972f-2d6c40ca04fa,dbbc999b-73de-488d-bd1c-1d928a96f03f,UTF-8-SIG,1,https://open.canada.ca/data/en/dataset/eba5cea1-e765-476c-a78b-773f19f9df52,de346223-1564-421b-8abf-48dd174b461f,mac_iceland,0,0.9,FALSE,FALSE,0.999246421,0,Government vs Tax,integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/18483287-9ba8-46c2-bc05-e2cf40a96eab,0e68f01a-da24-403e-be91-874c2e5be506,Windows-1252,0,https://open.canada.ca/data/en/dataset/6d824ae0-b2fe-4e8c-a7ac-9762654d9511,a8ed6b60-750f-44cf-a07f-79441f981524,windows-1250,0,0.9,FALSE,FALSE,0.142857143,0,VOC vs Hospital Stay,integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/df25d622-ed43-4298-97b4-a835d8774d5f,5d30eaf4-14b4-469b-9400-014660ce6c71,windows-1250,0,https://open.canada.ca/data/en/dataset/49ff9fe4-eb30-4c1a-a30a-fca82d4f5c2f,f4538a32-019f-4be8-8d89-3aa9fcdc97c4,utf-8,0,0.9,FALSE,FALSE,0.946797298,0,Pardon Granted vs Bed bug extermination,incremental integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/4c513dab-cdd0-471d-80f8-7da9f06fa654,2b873370-4ad8-4f7f-85e2-c8724963e906,mac_latin2,0,https://open.canada.ca/data/en/dataset/f8b8190b-c63d-41ca-bbc3-8f494092c4bc,63e18197-200c-4513-a587-986ed716e2f8,UTF-8-SIG,0,0.9,FALSE,FALSE,0.978583638,0,Grains vs Hospital Stay,incremental integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/ab5f4a2b-7219-4dc7-9e4d-aa4036c5bf36,6a9efd3f-2c0d-4af6-af06-ebbf31ff67eb,ascii,0,https://open.canada.ca/data/en/dataset/f4f86e54-872d-43f8-8a86-3892fd3cb5e6,816e30d2-8fa0-4947-92f9-a4b24d839527,ascii,0,0.9,FALSE,TRUE,1,2,Covid Vaccination,date timestamp
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/4a182a2c-9dba-49b0-86e4-ea6c4f8d1929,d8d9534c-50b9-408d-945b-3828948df33a,utf-8,3,https://open.canada.ca/data/en/dataset/3b75a8d6-c5a9-48f9-834b-626eec16363f,fee49a44-8bd0-49c1-889c-753fbfcc9127,utf-8,0,1,FALSE,FALSE,1,1,Covid Vaccination,date timestamp
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/26399105-f483-48cd-b3de-28fcdeecabc7,7a2222ac-766c-4791-8c3e-d00723785c65,UTF-8-SIG,0,https://open.canada.ca/data/en/dataset/62994e57-e2d4-4bae-ad72-bbf5ae8a8364,8838a99f-5b40-499b-a2e4-19fa9f5376df,ascii,0,0.9,FALSE,FALSE,0.965871024,0,Intervention frequency vs grain size,incremental integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/cd8fad92-b276-4250-972f-2d6c40ca04fa,4cb827a6-a313-4d97-a66b-26fe23984931,UTF-8-SIG,1,https://open.canada.ca/data/en/dataset/9764d6c6-3044-450c-ac5a-383cedbfef17,dfe03c61-36f1-45f1-962f-76095fc62b1f,utf-8,10,0.9,FALSE,FALSE,0.999125874,0,territories vs meteorology,province
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/9dd057ad-abab-4659-89c9-2529ca771829,430b760b-e172-46e9-8de9-12a6fc5b022f,windows-1250,0,https://open.canada.ca/data/en/dataset/9dd057ad-abab-4659-89c9-2529ca771829,74c439a1-5708-4e0c-a090-1f875056e70f,windows-1250,0,1,TRUE,TRUE,1,1,Charity,categorical string/char code
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/ef221e2e-ca1d-4fd6-8c7a-9d46dc5e4acb,304ea46e-7157-4b09-8388-33e87aa021e2,UTF-8-SIG,0,https://open.canada.ca/data/en/dataset/ad8d1b73-df09-4521-9bdb-61c529328218,fcfc962f-b71b-41d6-a68f-1b57fd8b99e2,UTF-8-SIG,4,0.9,FALSE,FALSE,0.059878307,1,Hospital stay,incremental integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/79754dfa-18e2-426d-8ff5-bad7459c99f5,80565f69-f214-4ad7-ba0f-d8aab3395950,windows-1250,0,https://open.canada.ca/data/en/dataset/b2ab879a-ae6f-4e98-bef4-ba2b8095dd1e,f6a1669a-31dc-475a-912b-f1e6cef6941d,mac_latin2,0,0.9,FALSE,FALSE,0.974001477,0,Music vs Tax,incremental integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/b9501839-dde6-4098-b490-37214a842cfc,42c6f5a7-affe-479a-9f3d-afb3d7a90cdc,ascii,0,https://open.canada.ca/data/en/dataset/86dca16f-9747-4a0c-9b45-f818272f0d61,b47f6143-3278-42ee-bb6d-5fa48d2f0c5b,windows-1250,0,0.9,FALSE,FALSE,0.961454592,0,Lobsters vs Tax,date timestamp
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/f6db2071-1f97-4d88-8af0-1deeb949ee2f,d78dba53-f139-499d-8f64-859114a259e2,UTF-8-SIG,1,https://open.canada.ca/data/en/dataset/69bdc3eb-e919-4854-bc52-a435a3e19092,ecccf6b1-e0a2-409d-8a2b-327052fa3a47,UTF-8-SIG,2,0.9,FALSE,TRUE,1,2,Transfer Payments,categorical string/char code
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/4a182a2c-9dba-49b0-86e4-ea6c4f8d1929,d8d9534c-50b9-408d-945b-3828948df33a,utf-8,3,https://open.canada.ca/data/en/dataset/3b75a8d6-c5a9-48f9-834b-626eec16363f,fee49a44-8bd0-49c1-889c-753fbfcc9127,utf-8,0,1,FALSE,FALSE,1,1,Covid Vaccination,date timestamp
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/b96c15af-00b1-4fbf-a63c-3af264537f07,276675c1-ee04-481d-8d67-35de82237ecc,windows-1250,2,https://open.canada.ca/data/en/dataset/cbb3329b-11c3-4340-b145-7de0b31d3a7d,e97f8cda-93e3-455f-95be-348ad6159f9f,UTF-8-SIG,0,0.9,FALSE,FALSE,0.541882256,0,Charity vs Births,integer
CA,key-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/370c8fdd-eb49-4204-9d93-0c4d17be50fe,08d4e414-63d8-459b-88ce-8136705e9eb7,ascii,0,https://open.canada.ca/data/en/dataset/a4af2462-04e8-4869-a7af-04740f66007a,47730bf7-c18c-4acf-9ddf-b13716b61a78,ascii,0,0.9,FALSE,TRUE,0.666449723,1,Conditional Release,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/93e99df1-2147-4cd1-afba-48616a6f65f3,61d54995-f765-46c7-a355-e26f6e106978,UTF-8-SIG,0,https://catalog.data.gov/dataset/74fac92f-8d45-4245-b325-1f728d0672fb,e5a2872e-a22c-406c-8160-ad7c3852d3b0,ascii,0,0.9,FALSE,FALSE,0.983333333,0,X vs Internet Master Plan,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/aa65d11d-0cf6-4380-b075-69e3227366cc,22f127b3-1a70-4f16-bb8a-f45ba1e8d688,UTF-8-SIG,0,https://catalog.data.gov/dataset/2601979c-c85f-4a04-b517-696d3c5ea03f,8ec4186c-1d9e-411b-b1cf-f9c03d0d3e77,UTF-8-SIG,0,1,FALSE,FALSE,1,0,Use of dogs vs X,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/485dd037-630e-43a8-885a-d40fee6399be,37f07c55-8275-40a7-8ac1-9889f0668cd4,UTF-8-SIG,1,https://catalog.data.gov/dataset/ae779e10-eb43-414f-abc2-43d5d74144c6,d4c71823-3f75-499a-9b55-4b0bbacf067c,UTF-8-SIG,0,0.9,FALSE,FALSE,0.923076923,0,Hospital Service vs Paper Maps,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/013569a5-69f8-4df9-80bd-11739e46a6d6,02aef84a-ce1b-49f0-9d84-7af9dc5dfaae,UTF-8-SIG,2,https://catalog.data.gov/dataset/9a1252c2-c7c6-428f-af45-2b22e71dbf69,d08e99f5-1ade-4099-9c71-c0dc37e65969,UTF-8-SIG,16,0.9,FALSE,FALSE,0.909090909,0,Renewable Energy vs Plane Projection,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/2d2476d4-9d61-4357-ad68-e408837e932d,ee2e2898-797c-40df-ac19-d6ca80cdd735,UTF-8-SIG,0,https://catalog.data.gov/dataset/4463d95f-5416-4e08-8751-6583b8139bdf,f6cb5e86-da39-482a-a599-c0d6a27acb36,UTF-8-SIG,0,0.9,FALSE,FALSE,0.947368421,0,Regional Planning vs Use of dogs,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/0eeeccdd-e0ad-4baa-bce7-7af9aba81bfb,7b857b6e-f24c-4a01-bd9b-13fce0a23d17,UTF-8-SIG,3,https://catalog.data.gov/dataset/952c7f76-7fb7-4f63-b304-2ca49670be75,ab67c2a8-146a-4ba0-bae1-829c7f2bc6b2,UTF-8-SIG,0,1,FALSE,FALSE,1,1,SMART Bus Routes,String
US,key-key,10<r<100,https://catalog.data.gov/dataset/fa292595-611f-4200-94ac-245fa1d5658f,56f504b0-aaea-469e-b0db-d545106dab49,ascii,12,https://catalog.data.gov/dataset/c594db05-0446-41c9-b45c-5ff711db81c8,cfb1cc93-cf9d-4153-ae1c-d54b70671e1f,ascii,11,0.9,FALSE,TRUE,0.951612903,2,Bloodstream Events,String
US,key-key,10<r<100,https://catalog.data.gov/dataset/7ed0da87-e5b6-4698-a0ca-aa1883d6c32e,55443cea-d936-4a89-bd84-028317c95355,UTF-8-SIG,0,https://catalog.data.gov/dataset/73aaa9c7-3c9e-4a45-b04f-2e4c0c85f4b3,66065d87-23ee-4bea-b9dc-4c4b50fd5db8,UTF-8-SIG,0,0.9,FALSE,TRUE,0.975,0,Wildlife vs College enrollment,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/7eddb2a6-f767-49d8-a9e1-315852b52f48,867fa59c-e744-4808-a12f-9a7810daa924,UTF-8-SIG,0,https://catalog.data.gov/dataset/952bcb66-02b7-4bba-86e0-15ee53a6d6ef,96efd0e7-fb57-48e6-b77f-52da1ce9f5f0,UTF-8-SIG,2,0.9,FALSE,TRUE,0.909090909,0,Wildlife vs GIS,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/b1eabfcb-4452-4462-98b5-8645fd277deb,96055f2a-47d3-4343-b335-234677b90ce0,UTF-8-SIG,1,https://catalog.data.gov/dataset/14b910d9-b9d5-405c-a557-b62ab3c1f715,9c539f40-1acc-4484-a60b-6ee8e6bcd64a,UTF-8-SIG,1,1,FALSE,TRUE,1,2,Map Service,String
US,key-key,10<r<100,https://catalog.data.gov/dataset/e2b0beba-5ed0-44cf-9815-119896f40e68,b22c3c7c-4950-4743-9ab7-cdf603434ab3,ascii,0,https://catalog.data.gov/dataset/e4f71620-0b23-4147-9904-c9e443a3d168,de5e2121-9c7b-4b49-a2ee-fb55f28ffab5,ascii,0,0.9,FALSE,FALSE,0.951612903,0,Arrestees' CPU vs Material Measurement,date timestamp
US,key-key,10<r<100,https://catalog.data.gov/dataset/ae86dbce-71f0-4d8e-a8df-83bfa09f25c3,95ed6a91-e0fa-4363-8391-99443a70f054,ascii,0,https://catalog.data.gov/dataset/b8fb88c2-3895-460c-be74-72ab116eff50,dbc0d91e-6814-4e3e-bbd1-36eb334642a5,ascii,2,1,FALSE,FALSE,1,0,Population change vs Childcare,county
US,key-key,10<r<100,https://catalog.data.gov/dataset/8e5c1f66-6175-4cd1-96e3-077f2e7aa6a0,6c2ffb12-8b03-44fd-b66f-ad2bdf78adfb,ascii,0,https://catalog.data.gov/dataset/47e90390-c420-483a-96ba-d32ebaa563cd,7f156454-c090-441f-88d5-5b23bbc55ca2,ascii,0,1,FALSE,TRUE,1,2,Asotin County Library,date timestamp
US,key-key,10<r<100,https://catalog.data.gov/dataset/6c1c3b8b-3b37-466d-bfd0-5b3f926422e4,28567b08-b6c1-4664-9b26-4f4fc5682f92,ascii,0,https://catalog.data.gov/dataset/9efbdd78-c4d0-4d4d-a227-6224f9e889b6,514719e4-db03-41a4-88fc-aea3de9e4c59,ascii,0,0.9,FALSE,FALSE,0.9,0,Energy vs Crime,date timestamp
US,key-key,10<r<100,https://catalog.data.gov/dataset/c7dfa343-91ad-4033-a3ec-57e364d328bb,58d76313-fb51-4aec-81ba-7a53bb21b742,UTF-8-SIG,0,https://catalog.data.gov/dataset/47acdb69-8de5-4432-b8b6-3171c1dae0f3,9901b7ad-f80c-4042-a15f-8296cdf186f9,UTF-8-SIG,0,0.9,FALSE,FALSE,0.945945946,0,Submarine cables vs Household income,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/6668ded7-b585-48a5-9bcf-69fd28925b8c,21ebdd5f-6f5e-49d0-9c19-5c3f03b2f5f4,UTF-8-SIG,2,https://catalog.data.gov/dataset/7cb56222-358d-4b1c-99c4-9561ffa61ddf,62170372-4a89-475d-9620-ea0b4d29d045,UTF-8-SIG,0,0.9,FALSE,TRUE,0.935483871,0,Wildlife vs California Natural Diversity Database,incremental integer
US,key-key,10<r<100,https://catalog.data.gov/dataset/557eb4db-2f22-4a37-8068-440f0b034dc0,40a555be-d790-4640-b59c-80c8850c0726,ascii,0,https://catalog.data.gov/dataset/974eabaf-3cc2-4f1b-a282-a3637084c138,cc016ad2-56e2-4fc6-b696-e39f0766ccd0,ascii,0,0.9,FALSE,TRUE,0.981132076,2,Death rates,province
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/985ac9cb-49a6-430e-8c4e-24ed6e0a1a11,2b8ac596-f687-4853-96d4-cc5559b44561,UTF-8-SIG,30,https://catalog.data.gov/dataset/82f96aa7-ded4-41ad-9c87-2bc6716149d8,6ced5657-617a-4a2f-a032-9ee4c9d43fcb,UTF-8-SIG,55,0.9,FALSE,FALSE,9.613821138,0,Wildlife,integer
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/2c9bd857-80c0-4cc5-81cc-19a6cb3a8311,018ca77c-5a66-4b25-89ba-f51701b263d3,ascii,5,https://catalog.data.gov/dataset/8a7da457-be40-4f9c-ad70-0693b1176cd8,d2ecc2a8-0934-44f6-9408-9b58904dd803,ascii,5,1,FALSE,TRUE,6.80952381,1,Ocean Protection,String
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/31f148b7-7b99-4efd-87b3-d9870e54ff0d,63841bbe-a8a1-4669-9638-1e28e12af0f7,ascii,0,https://catalog.data.gov/dataset/55594d64-009a-4069-8bc6-2092ff0551f9,8e398174-7ea7-4412-a984-9647902a96f4,windows-1250,1,0.9,FALSE,FALSE,6,0,Survey vs MCC Selection,date timestamp
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/b456cce8-4f56-4f35-b9a4-8cbbb1960e5c,e51ff249-bff9-4a63-b8f6-8296f154acf4,UTF-8-SIG,2,https://catalog.data.gov/dataset/0d3b0d20-b5af-414b-a15f-cfb17bfb13a1,fe372eb7-3859-4c38-8e48-9c300cf3d9b5,ascii,1,0.9,FALSE,TRUE,4,0,Fire Rescue vs Social Security,month
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/994a3c65-e402-46ea-80b7-067bcbec30a5,0d89b55c-0fdc-4fdf-a207-2726ab15f316,ascii,5,https://catalog.data.gov/dataset/994a3c65-e402-46ea-80b7-067bcbec30a5,14cbbc6e-255f-42ae-8b58-9a56d0b1c7e7,ascii,5,0.9,TRUE,TRUE,7.568965517,1,Covid 19,date timestamp
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/a6b527f1-7457-4e77-8eb0-c1956e1df770,8f3ca137-63ac-420b-8ee1-54352dd08ca9,ascii,1,https://catalog.data.gov/dataset/f694b64f-3f4b-42f7-ab7e-a290f208f82d,d83db2ab-6220-4df0-8c0d-72369ec4c89e,ascii,1,0.9,FALSE,TRUE,1.75,1,Community Recreation Centers,categorical string/char code
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/8a985cdb-7444-433a-8935-23997645458b,169d5b1c-60cd-4ebd-8eac-2e64f63861f2,UTF-8-SIG,8,https://catalog.data.gov/dataset/34a0f525-bfe2-4fad-bea4-c3600530edf8,20df6267-7baf-4a6d-a8b7-43acb6428249,UTF-8-SIG,7,1,FALSE,TRUE,1.549206349,1,Wildlife,date timestamp
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/299705a7-e9ce-48f4-989f-70cf2743bd03,5adfd4a5-9e93-462d-a69c-183ce302633a,ascii,3,https://catalog.data.gov/dataset/299705a7-e9ce-48f4-989f-70cf2743bd03,6ec9290b-455b-4591-9aee-ca8882079b1b,ascii,6,0.9,TRUE,TRUE,0.942857143,2,Ocean Protection,categorical string/char code
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/c4df0404-2ee6-4c38-8503-962e4a9ec050,1fe18773-cb2e-4e82-a6ac-ae4dca68f5aa,ascii,1,https://catalog.data.gov/dataset/380a7951-700d-4f7f-8926-3a0f79fa8904,6d14ec74-ee44-41ad-964a-7c134cdd1636,ascii,1,0.9,FALSE,TRUE,0.951219512,1,Chicago Public Library,String
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/8524879d-27ad-44dc-acba-abe265221aa0,9300e310-f4ad-4f47-bb55-7f90c6348655,UTF-8-SIG,2,https://catalog.data.gov/dataset/976cb83b-3237-427b-ada2-42a06f0d5d85,b6622c8b-3d79-497c-826c-29b027495812,UTF-8-SIG,4,1,FALSE,TRUE,1.105263158,2,Customer Relations Center,date timestamp
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/a3fef6a7-3f81-43c0-b264-c307a72f06ca,0221899e-a114-42bd-8916-566027fe111e,ascii,48,https://catalog.data.gov/dataset/8aeda106-6e81-467e-8c90-8fa143ef3740,dfeb49d5-04ce-4d17-9497-dda7afd9ddc3,ascii,0,0.9,FALSE,FALSE,8.047098402,0,San Francisco Development Pipeline vs Tax,integer
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/d5734e14-e239-4af4-9e8b-e3a6274f027a,78030ad9-40c0-446f-9c5f-452551278841,ascii,4,https://catalog.data.gov/dataset/f98a3e71-428e-4d58-9353-75ebe72a8d76,aab5e9cd-0252-4766-872b-a6dda3013d99,utf-8,9,0.9,FALSE,FALSE,5.888059701,0,Funding vs Certification,integer
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/4fb0e2d7-79aa-4146-944e-ea4d640e4161,67b3d471-2245-4e42-ac9d-4c7f78f940c3,ascii,3,https://catalog.data.gov/dataset/743f72f2-78e6-44f2-8037-6de33c715a91,b10618e5-e608-4f6f-a19d-5b34a1d9871b,ascii,3,0.9,FALSE,FALSE,2.164383562,0,CO2 and CH4 Observations vs Products and Services,integer
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/925828ae-8ede-4cb5-9ced-531c2ef16a0e,59698050-eb47-464f-93f2-079702bf8a2d,UTF-8-SIG,11,https://catalog.data.gov/dataset/28321ff6-7e0d-406d-ae38-ca874c02ede4,7288b2e4-aedc-4221-a2ab-f65847fa63b7,UTF-8-SIG,9,0.9,FALSE,FALSE,3.825602968,0,Wildlife,integer
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/8079e6d2-e738-4d50-b91e-cbae8e32c516,06fa2a4b-60e1-43e7-870e-7d860933550b,ascii,6,https://catalog.data.gov/dataset/e3a78dcc-c40c-480b-8c6b-9c271bc8dab1,09f98d65-d769-4b28-b857-387409b7ceb9,ascii,2,0.9,FALSE,FALSE,1,0,Environment vs Financial Security Study,integer
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/120a7188-a0fb-4e4b-9771-2997f06ae979,840aebd1-3ffe-458d-a49f-5c88ad2c5719,ascii,3,https://catalog.data.gov/dataset/120a7188-a0fb-4e4b-9771-2997f06ae979,b7b159d7-3d44-48b8-8863-0daae3ed605d,ascii,2,0.9,TRUE,TRUE,4.298245614,1,Public Health,country
US,nonkey-nonkey,10<r<100,https://catalog.data.gov/dataset/5fbfc35c-8124-4303-8ce4-17b66b5564e9,6a2a0765-a9d5-465c-a222-9c0d1b864fb9,UTF-8-SIG,8,https://catalog.data.gov/dataset/ce7661cd-108e-4576-9c93-f2addee85585,d4470eb1-14ee-4e75-917b-e1012dfe36bc,UTF-8-SIG,4,1,FALSE,TRUE,1.422222222,0,Wildlife,date timestamp
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/ee8c970d-5aca-4b37-ae11-da4c18ba93f2,3e3ee37a-59b7-4cb9-ad5a-5d790081c7ba,ascii,19,https://catalog.data.gov/dataset/a0dcd677-bc11-402d-acff-11a81c71883e,b3c225db-e763-4c3f-94b8-f64f2ceaafa7,UTF-8-SIG,0,0.9,FALSE,FALSE,0.998067275,0,Aspen vs Historic Zoning Districts,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/c038a7b1-714f-4a01-aeea-78cfb10699ad,5b6ed960-1c3d-4497-9def-fa3860818f0b,ascii,4,https://catalog.data.gov/dataset/e9e8368a-b475-4bda-ac8e-78095dd667fc,960e8043-a19e-45b7-a1e5-54b3e2291460,UTF-8-SIG,0,1,FALSE,FALSE,1,0,Influenza Risk vs Landfill,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/0db9ae90-7a4d-4a2e-bcb9-0e2167208393,49a6d68f-5550-4436-858d-7bc92f696dfd,UTF-8-SIG,0,https://catalog.data.gov/dataset/60dab6cb-ba39-4715-bdd3-b549898a48d9,4afeb55c-fc60-4b87-a980-2a35cbfedf2c,UTF-8-SIG,27,0.9,FALSE,FALSE,0.827160494,0,X vs Wildlife,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/aa6cf329-2534-450b-b669-b0517ab47018,3cb51497-f8d1-481c-ba58-5b6920159500,UTF-8-SIG,0,https://catalog.data.gov/dataset/1f490818-f39b-4d6a-ac2a-67550f44a156,f4d9f575-57ab-4f21-a432-9ad51c8e6964,ascii,5,0.9,FALSE,FALSE,0.954623421,0,Water plan vs Disease Control,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/fe144e58-3d92-4f6b-8565-3a0609f6a815,a70e421d-27d6-4315-95dc-753a9bd1627d,ascii,3,https://catalog.data.gov/dataset/1cc24150-deed-4a0c-b388-1b4592fc6f70,b89e70a2-f041-4c6a-b535-a817607b7eaa,ascii,0,0.9,FALSE,TRUE,1,0,Agriculture vs TBI-related Emergency,date timestamp
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/50b911bc-2049-4b0d-a4ba-4f74bfb51bf1,3e312bc7-0562-4b51-9287-e58cf4dcb442,UTF-8-SIG,0,https://catalog.data.gov/dataset/dfaacb0f-6c7c-407b-bd62-8f2202f47e69,b199b9c0-7b79-454c-94af-dc82be09ac27,UTF-8-SIG,8,0.9,FALSE,FALSE,1,0,Roadless area vs Survey,integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/0cb25697-8b1f-4e02-bee9-339c406454fb,2cdbe0ec-8c50-4e7b-b472-465aa620aea4,utf-8,17,https://catalog.data.gov/dataset/c453927c-ba35-4673-9697-811d663c0120,e1f6d5ae-9076-4dd5-9225-6211bed173c1,UTF-8-SIG,0,1,FALSE,FALSE,1,0,Disease Control vs Zoning District,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/593c313f-5a63-4466-806c-c5fbe0f341c2,aa6116b2-710c-455a-b758-4036a5c7f531,ascii,1,https://catalog.data.gov/dataset/bbc643b0-ca51-40cc-bb4c-7ea506e8978c,c5e64079-2598-4da7-976b-7406d6fb17d6,ascii,0,1,FALSE,FALSE,1,0,Juvenile Intakes vs Field Office Claims,date timestamp
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/6f8f8243-99fc-41e5-8703-0a108fdad427,a765032c-3fb9-4d31-a4c2-016ae4939e34,UTF-8-SIG,37,https://catalog.data.gov/dataset/b4b86ca7-05a7-4359-b9d5-47d54f763200,f89e1692-4799-45e2-83a2-22d52cab0e85,UTF-8-SIG,0,0.9,FALSE,FALSE,0.482939427,0,Wildlife vs X,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/6919a65c-d079-44d9-9bcd-33e7855308ec,98b94416-cf0a-49c0-aa96-949d829023ae,ascii,0,https://catalog.data.gov/dataset/2a2cd8c5-a356-47f4-8640-ca5b39415b01,c8ac2607-3e21-4593-8458-adf3ecdabf4c,ascii,0,1,FALSE,TRUE,1,0,Bike Lane vs Library WIFI,month
